date,bitcoin,ethereum,solana,ripple,cardano
2025-04-26 00:00:00,39336184715.04292,15656748328.784924,5066838746.453711,3234722208.502314,949069153.9271946
2025-04-27 00:00:00,15445392739.787264,10293614895.776522,2422656520.389346,2459783783.285445,659341778.5746859
2025-04-28 00:00:00,15926259371.057959,9632458065.106846,2296538427.6507287,3751692488.2109566,567359217.6728809
2025-04-29 00:00:00,31913814736.53902,16777384305.88931,4344220983.973297,4072974943.4389,889987578.2822492
2025-04-30 00:00:00,25882629766.278946,13994558644.11867,3236163761.820636,2489793878.0180745,817939169.992459
2025-05-01 00:00:00,26541700309.366146,13644627083.285889,3339352715.472854,3252726421.623423,592053391.6761067
2025-05-02 00:00:00,30207566405.468834,14310565589.052694,3739901458.503681,2155611895.0543213,586072580.7401356
2025-05-03 00:00:00,23276376191.483967,11686301446.49476,3193090564.1996865,1739910937.9821632,606872856.4955413
2025-05-04 00:00:00,13797554863.642815,6704990478.824657,1777312803.7801025,1214767487.7877498,752443709.4776694
2025-05-05 00:00:00,14903122945.616686,7479845748.828526,1839075329.597307,1372805879.5778592,661246645.056914
2025-05-06 00:00:00,24086456278.203846,10545233503.347864,2594552533.4757075,2194829695.4970164,664925434.1708654
2025-05-07 00:00:00,23348052607.071873,11950393736.527246,3138354742.93678,2048616981.3491316,552471849.9156157
2025-05-08 00:00:00,64376174032.08048,47111217119.49919,4811988060.661323,3559099566.438218,582536184.2563542
2025-05-09 00:00:00,50020047720.65604,35992825075.05399,7618036777.599004,4731256282.308641,1355272025.0992892
2025-05-10 00:00:00,40800894903.23446,44566779461.54657,8703440319.327112,6008731144.741504,1491055749.585572
2025-05-11 00:00:00,21558992540.042442,29947910159.02891,4641291512.67865,4343182682.254746,1390682398.3795056
2025-05-12 00:00:00,27389436049.454792,26138286410.23315,4733142340.016698,3957902320.317386,1096359924.9786
2025-05-13 00:00:00,43090605819.36596,31524626114.978752,8002629811.569619,10787624520.70423,1891364013.690922
2025-05-14 00:00:00,33861432519.50822,32279895881.637806,6287498118.264789,6137110174.707251,1249623977.9694462
2025-05-15 00:00:00,28398245846.798244,28150234190.931705,5807895946.602451,4956660171.954109,1166899569.1134908
2025-05-16 00:00:00,31823340473.339912,26211434557.7159,5419257075.786196,5285627666.563696,1032947704.5832616
2025-05-17 00:00:00,25887953182.14765,21130441534.96637,4389549581.69855,3668091279.885704,777814627.6177915
2025-05-18 00:00:00,18950056010.479057,17185510890.702347,3269429713.7712717,2378581122.524433,906498912.2572886
2025-05-19 00:00:00,30744060179.802963,24797434472.364086,4719647862.73409,2871045382.6763167,949005467.3644464
2025-05-20 00:00:00,43339734153.75087,25363871274.82505,4917489419.353307,3326769717.093891,855716668.7541951
2025-05-21 00:00:00,36393687094.25122,22871462735.416794,4723025924.7160635,2736702822.998838,690998975.7792397
2025-05-22 00:00:00,60722883113.84,32697477527.54695,6215139156.977671,3857208347.067667,1077168981.202006
2025-05-23 00:00:00,52218408239.45193,29592612076.505535,5820960214.759074,3423292472.9337497,1069425848.6042526
2025-05-24 00:00:00,49251745837.96465,30047329191.503662,8631193319.547667,3803614983.5157166,1417851508.940276
2025-05-25 00:00:00,27128230116.517162,10744994421.192684,3543822748.1900992,1372961335.2188973,630031485.6921482
2025-05-26 00:00:00,29652659665.048733,13814697849.726278,3915382381.155895,1905275005.1451297,673782320.823423
2025-05-27 00:00:00,27950577137.918888,13350148034.293623,3202505989.7881603,1661784737.5361876,588809796.8894885
2025-05-28 00:00:00,38978783508.88622,26434151855.253853,4151034839.0818906,2048276738.5749948,652902725.7086877
2025-05-29 00:00:00,29794278037.284946,18008588586.284103,3798038676.2862353,2074053702.379202,546997351.279757
2025-05-30 00:00:00,38279231892.56757,27021441335.5195,3849498974.469161,2179459280.652964,649806532.9053063
2025-05-31 00:00:00,39680060337.610214,22927149330.30469,4811893138.165595,3372833929.9944954,935627012.618067
2025-06-01 00:00:00,20432694555.09522,13006751258.18768,3067057498.6570454,2268132685.3159456,721005660.5061203
2025-06-02 00:00:00,17721500507.53389,11338340571.11249,2744309615.2839994,1521954083.381058,524853161.2361533
2025-06-03 00:00:00,26313843058.73954,15623967732.418657,3295032805.67504,1856646284.2520795,570636794.5706515
2025-06-04 00:00:00,25925661121.080395,15955008730.338179,4001215457.270695,2193921747.996483,494639383.16412145
2025-06-05 00:00:00,25812143562.797962,16809606446.176416,2894328554.847466,1714810311.215842,400096118.0279466
2025-06-06 00:00:00,39711941132.0234,25849573159.64817,5147783563.002369,2893388349.562232,759754191.8443644
2025-06-07 00:00:00,29897390978.090103,18395107930.47655,3081994292.815606,1854390911.9791367,579132039.6493936
2025-06-08 00:00:00,17749731308.73042,9535426814.691927,2061571442.4994385,953843043.4304752,345182718.07783103
2025-06-09 00:00:00,16044679696.270103,10206893115.537256,2132215310.9007103,2297445951.3852534,445907844.38359064
2025-06-10 00:00:00,38222993297.50514,19485734665.28548,4008837628.698958,2774696976.06667,556699781.999879
2025-06-11 00:00:00,36303839182.734825,38281210143.95115,5347282400.770432,2612062557.9833493,816441834.7804779
2025-06-12 00:00:00,30338936631.626648,27369030837.548595,5796688364.492554,2624047756.9494534,650490779.2528718
2025-06-13 00:00:00,35865159511.38857,26068993569.969894,3971540185.958896,2202653947.4050665,644736788.8081536
2025-06-14 00:00:00,49471015505.74361,38576471746.00814,6899166919.424324,3949716840.388356,967144196.2984973
2025-06-15 00:00:00,17916412455.866283,12077031034.291521,2347896839.3558106,1687489656.576244,377703624.01002413
2025-06-16 00:00:00,16568441852.649668,11678912429.510712,3899774764.538459,1231293467.1767986,306474152.5964094
2025-06-17 00:00:00,32095957011.724205,24222149649.172424,5091508004.197791,4466552529.620607,634345979.704381
2025-06-18 00:00:00,38603212010.889435,25926506708.040215,5049196750.599356,3466660612.110638,668780456.8391515
2025-06-19 00:00:00,30339326410.154945,17800721253.243202,4140075680.6693616,2350823381.424604,649432905.7020996
2025-06-20 00:00:00,18063282658.152298,10392473841.155851,3317445622.022612,1450568729.9521883,411526119.6336923
2025-06-21 00:00:00,30632751225.407444,20482816663.29469,4927733598.47951,2098115334.487172,655089381.7343858
